rp,i,width,u,ld,t0,e,w,curveID
0.1,74.59995611677505,0.0025319100687860615,0.1 0.3,quadratic,0.0,0.0,0.0,curve277
0.1,72.3999498477429,0.0025319100687860615,0.1 0.3,quadratic,0.0,0.0,0.0,curve278
0.1,70.19994357871076,0.0025319100687860615,0.1 0.3,quadratic,0.0,0.0,0.0,curve279
0.1,90.0,0.0028295940783224626,0.1 0.3,quadratic,0.0,0.0,0.0,curve280
0.1,87.88395300958722,0.0028295940783224626,0.1 0.3,quadratic,0.0,0.0,0.0,curve281
0.1,85.76790601917442,0.0028295940783224626,0.1 0.3,quadratic,0.0,0.0,0.0,curve282
0.1,83.65185902876163,0.0028295940783224626,0.1 0.3,quadratic,0.0,0.0,0.0,curve283
0.1,81.53581203834885,0.0028295940783224626,0.1 0.3,quadratic,0.0,0.0,0.0,curve284
0.1,79.41976504793607,0.0028295940783224626,0.1 0.3,quadratic,0.0,0.0,0.0,curve285
0.1,77.30371805752327,0.0028295940783224626,0.1 0.3,quadratic,0.0,0.0,0.0,curve286
0.1,75.18767106711049,0.0028295940783224626,0.1 0.3,quadratic,0.0,0.0,0.0,curve287
0.1,73.0716240766977,0.0028295940783224626,0.1 0.3,quadratic,0.0,0.0,0.0,curve288
0.1,70.9555770862849,0.0028295940783224626,0.1 0.3,quadratic,0.0,0.0,0.0,curve289
0.1,90.0,0.0031622776601683794,0.1 0.3,quadratic,0.0,0.0,0.0,curve290
0.1,87.96440990687356,0.0031622776601683794,0.1 0.3,quadratic,0.0,0.0,0.0,curve291
0.1,85.92881981374713,0.0031622776601683794,0.1 0.3,quadratic,0.0,0.0,0.0,curve292
0.1,83.8932297206207,0.0031622776601683794,0.1 0.3,quadratic,0.0,0.0,0.0,curve293
0.1,81.85763962749425,0.0031622776601683794,0.1 0.3,quadratic,0.0,0.0,0.0,curve294
0.1,79.8220495343678,0.0031622776601683794,0.1 0.3,quadratic,0.0,0.0,0.0,curve295
0.1,77.78645944124138,0.0031622776601683794,0.1 0.3,quadratic,0.0,0.0,0.0,curve296
0.1,75.75086934811495,0.0031622776601683794,0.1 0.3,quadratic,0.0,0.0,0.0,curve297
0.1,73.7152792549885,0.0031622776601683794,0.1 0.3,quadratic,0.0,0.0,0.0,curve298
0.1,71.67968916186206,0.0031622776601683794,0.1 0.3,quadratic,0.0,0.0,0.0,curve299
